fecha_hora,locacion_id,personal_id,turno_id
2024-11-07 13:28:01,22,1172,57
2024-11-07 13:46:07,115,484,213
2024-11-07 14:44:37,103,320,175
2024-11-07 16:33:05,100,537,266
2024-11-07 09:30:54,66,205,255
2024-11-07 10:09:06,29,644,255
2024-11-07 07:31:29,41,274,86
2024-11-07 17:37:48,59,1421,168
2024-11-07 13:00:34,54,757,247
2024-11-07 09:43:28,79,374,121
2024-11-07 07:45:21,113,455,62
2024-11-07 12:26:45,66,906,3
2024-11-07 08:59:29,105,1424,86
2024-11-07 17:57:08,61,731,216
2024-11-07 08:34:39,54,1193,3
2024-11-07 12:02:00,115,1288,34
2024-11-07 08:04:14,49,121,60
2024-11-07 14:10:24,47,1306,75
2024-11-07 10:54:25,29,300,125
2024-11-07 09:56:46,54,770,138
2024-11-07 14:58:44,42,173,134
2024-11-07 11:08:00,84,1030,29
2024-11-07 09:47:00,87,733,197
2024-11-07 15:49:49,91,735,164
2024-11-07 12:58:20,28,1213,250
2024-11-07 17:45:58,46,159,42
2024-11-07 12:17:41,40,1480,188
2024-11-07 14:48:07,95,779,242
2024-11-07 12:54:56,89,805,45
2024-11-07 11:37:12,44,1092,200
2024-11-07 15:47:45,57,283,246
2024-11-07 15:43:15,42,1038,170
2024-11-07 15:41:35,62,923,163
2024-11-07 13:23:40,26,233,15
2024-11-07 11:05:43,73,1030,243
2024-11-07 10:10:09,33,779,123
2024-11-07 16:40:52,51,342,21
2024-11-07 16:27:02,110,539,194
2024-11-07 12:21:00,23,795,142
2024-11-07 17:28:45,119,556,83
2024-11-07 08:05:05,91,907,39
2024-11-07 16:45:08,60,361,28
2024-11-07 16:26:56,84,240,256
2024-11-07 10:52:46,77,773,52
2024-11-07 17:57:40,54,405,151
2024-11-07 07:51:22,32,608,47
2024-11-07 13:48:07,77,179,115
2024-11-07 09:42:05,105,1220,245
2024-11-07 09:15:42,28,58,245
2024-11-07 09:20:32,22,299,95
2024-11-07 08:09:13,43,220,79
2024-11-07 15:19:55,123,213,104
2024-11-07 13:56:21,42,560,258
2024-11-07 10:47:41,112,419,233
2024-11-07 15:38:32,91,444,155
2024-11-07 09:27:26,124,1246,125
2024-11-07 10:28:16,105,1296,143
2024-11-07 10:37:48,119,1120,20
2024-11-07 18:09:37,115,236,268
2024-11-07 13:52:55,79,1215,255
2024-11-07 16:30:32,64,1479,134
2024-11-07 08:30:55,107,414,55
2024-11-07 07:48:15,79,1455,124
2024-11-07 18:25:51,70,11,164
2024-11-07 12:27:51,64,1167,157
2024-11-07 15:36:26,113,1100,3
2024-11-07 13:33:07,66,1480,56
2024-11-07 07:53:26,114,1254,17
2024-11-07 11:32:39,95,333,116
2024-11-07 09:27:57,85,1342,162
2024-11-07 18:39:02,72,255,31
2024-11-07 15:05:38,20,277,49
2024-11-07 08:03:30,105,226,190
2024-11-07 07:38:31,85,1220,60
2024-11-07 08:14:54,84,874,243
2024-11-07 13:05:09,121,551,195
2024-11-07 08:50:59,108,371,183
2024-11-07 18:05:56,48,71,219
2024-11-07 09:25:49,103,973,199
2024-11-07 13:26:46,23,911,279
2024-11-07 08:53:23,43,786,12
2024-11-07 10:07:47,33,677,210
2024-11-07 15:27:34,76,1410,153
2024-11-07 15:34:46,83,1326,100
2024-11-07 14:49:42,81,583,278
2024-11-07 18:11:37,60,344,14
2024-11-07 17:19:00,23,156,34
2024-11-07 12:24:46,65,1408,210
2024-11-07 14:59:08,34,21,262
2024-11-07 09:11:23,18,442,6
2024-11-07 17:18:52,44,916,85
2024-11-07 09:36:47,19,409,154
2024-11-07 14:19:05,45,515,12
2024-11-07 17:31:29,105,1444,76
2024-11-07 18:29:33,123,722,121
2024-11-07 09:43:01,121,1106,167
2024-11-07 16:02:38,70,314,229
2024-11-07 08:05:09,63,83,6
2024-11-07 15:22:35,38,1115,8
2024-11-07 09:20:37,118,246,239
2024-11-07 07:49:53,45,1279,23
2024-11-07 17:25:35,37,45,166
2024-11-07 12:45:31,62,307,62
2024-11-07 10:31:41,107,1466,22
2024-11-07 07:34:17,72,376,77
2024-11-07 09:38:43,83,1435,44
2024-11-07 16:48:08,59,128,208
2024-11-07 15:24:18,61,543,167
2024-11-07 13:22:11,83,42,65
2024-11-07 15:53:05,80,797,149
2024-11-07 07:16:18,103,356,33
2024-11-07 12:48:44,42,1034,202
2024-11-07 16:23:25,81,152,238
2024-11-07 13:30:54,22,367,31
2024-11-07 08:13:53,61,325,196
2024-11-07 15:29:58,93,1278,8
2024-11-07 16:02:10,98,594,116
2024-11-07 07:57:14,73,1218,224
2024-11-07 15:48:32,100,188,259
2024-11-07 09:13:49,39,262,135
2024-11-07 16:02:44,43,1440,73
2024-11-07 09:17:57,96,747,128
2024-11-07 08:34:50,19,229,252
2024-11-07 12:40:54,36,869,12
2024-11-07 07:29:04,106,867,159
2024-11-07 15:19:34,115,354,190
2024-11-07 10:00:30,116,384,146
2024-11-07 07:43:45,58,111,209
2024-11-07 14:31:30,22,302,204
2024-11-07 17:40:20,32,1288,143
2024-11-07 14:04:33,123,850,134
2024-11-07 15:08:27,56,443,45
2024-11-07 12:46:27,22,1227,69
2024-11-07 08:01:54,78,1070,80
2024-11-07 10:06:36,112,405,115
2024-11-07 12:26:14,125,1097,205
2024-11-07 18:26:49,26,20,186
2024-11-07 09:54:12,102,1390,63
2024-11-07 18:36:03,22,240,75
2024-11-07 09:18:20,113,197,111
2024-11-07 11:57:33,39,166,100
2024-11-07 17:02:00,95,690,144
2024-11-07 09:57:56,21,1381,71
2024-11-07 16:52:54,82,62,101
2024-11-07 09:04:43,46,1310,228
2024-11-07 12:43:28,89,407,242
2024-11-07 18:00:00,70,1196,153
2024-11-07 10:37:45,27,984,16
2024-11-07 08:43:53,118,342,171
2024-11-07 15:36:31,22,527,20
2024-11-07 14:10:41,36,1294,202
2024-11-07 12:49:51,90,111,201
2024-11-07 07:55:50,38,1183,254
2024-11-07 10:21:06,110,662,245
2024-11-07 16:34:52,31,456,227
2024-11-07 07:27:20,41,381,234
2024-11-07 09:05:18,46,148,40
2024-11-07 12:02:51,81,1014,207
2024-11-07 07:12:32,105,926,96
2024-11-07 07:25:37,83,836,237
2024-11-07 11:57:45,53,504,161
2024-11-07 09:38:51,96,1293,208
2024-11-07 09:06:03,109,1217,207
2024-11-07 12:04:54,58,1277,31
2024-11-07 15:33:32,120,981,110
2024-11-07 07:35:47,50,464,263
2024-11-07 07:04:13,125,1295,106
2024-11-07 13:57:41,62,1474,8
2024-11-07 16:32:35,39,1206,192
2024-11-07 13:53:56,64,348,107
2024-11-07 15:01:26,119,986,28
2024-11-07 17:56:01,29,365,180
2024-11-07 14:32:09,82,1056,270
2024-11-07 12:11:21,106,1330,248
2024-11-07 07:17:02,45,790,146
2024-11-07 14:34:28,70,661,108
2024-11-07 16:47:53,50,93,265
2024-11-07 16:39:09,91,359,262
2024-11-07 09:35:19,37,51,82
2024-11-07 17:56:26,37,1141,164
2024-11-07 12:59:07,123,154,227
2024-11-07 07:11:49,92,1500,232
2024-11-07 08:44:56,61,233,211
2024-11-07 09:15:06,94,217,84
2024-11-07 11:21:09,51,1442,43
2024-11-07 13:44:06,50,520,44
2024-11-07 07:06:25,47,988,239
2024-11-07 10:16:41,120,159,255
2024-11-07 15:13:06,66,421,189
2024-11-07 17:36:11,31,811,19
2024-11-07 07:35:30,37,12,236
2024-11-07 15:38:12,38,399,115
2024-11-07 11:04:16,29,1059,228
2024-11-07 18:31:13,87,1115,247
2024-11-07 18:04:39,64,512,137
2024-11-07 09:46:32,111,1139,179
2024-11-07 18:56:02,74,852,87
2024-11-07 14:46:06,103,1368,199
2024-11-07 11:26:09,64,1374,106
2024-11-07 07:20:00,40,702,176
2024-11-07 17:50:58,72,1482,220
2024-11-07 14:11:25,65,792,202
2024-11-07 07:40:47,58,1221,182
2024-11-07 18:42:35,38,312,255
2024-11-07 09:05:28,122,1060,220
2024-11-07 09:37:03,102,1040,65
2024-11-07 12:20:45,94,136,40
2024-11-07 09:09:32,89,534,196
2024-11-07 17:22:15,93,380,152
2024-11-07 18:01:23,84,1002,216
2024-11-07 17:06:35,97,1233,207
2024-11-07 07:02:24,68,218,166
2024-11-07 10:14:37,30,504,280
2024-11-07 09:46:11,80,1235,127
2024-11-07 11:45:39,81,1499,233
2024-11-07 15:16:40,76,310,101
2024-11-07 16:54:04,108,1097,145
2024-11-07 12:16:41,70,1290,188
2024-11-07 14:29:33,77,1205,39
2024-11-07 10:09:14,96,1465,142
2024-11-07 09:37:43,28,1111,120
2024-11-07 13:36:00,118,96,177
2024-11-07 14:34:26,123,435,94
2024-11-07 12:00:55,38,64,169
2024-11-07 08:55:07,87,1206,83
2024-11-07 18:58:17,120,243,41
2024-11-07 16:51:40,124,171,32
2024-11-07 17:33:12,44,1087,229
2024-11-07 16:44:56,91,976,179
2024-11-07 15:23:16,62,989,140
2024-11-07 16:36:30,117,943,90
2024-11-07 07:29:34,22,1493,124
2024-11-07 13:01:48,28,1353,62
2024-11-07 07:44:55,83,555,264
2024-11-07 18:24:34,32,333,98
2024-11-07 14:13:46,53,997,154
2024-11-07 16:43:30,61,1145,151
2024-11-07 14:11:43,115,1440,6
2024-11-07 12:05:19,63,836,139
2024-11-07 18:21:54,76,815,87
2024-11-07 08:27:57,78,169,119
2024-11-07 07:18:31,70,1355,147
2024-11-07 10:26:26,66,721,124
2024-11-07 10:56:26,66,585,231
2024-11-07 10:50:07,100,478,192
2024-11-07 09:15:47,122,379,205
2024-11-07 14:35:25,102,250,62
2024-11-07 09:50:30,41,704,14
2024-11-07 14:07:56,19,250,194
2024-11-07 14:52:33,23,1112,65
2024-11-07 17:35:52,18,9,204
2024-11-07 16:11:03,87,221,3
2024-11-07 10:28:31,21,1288,156
2024-11-07 07:39:32,22,146,49
2024-11-07 12:05:17,125,1175,222
2024-11-07 11:51:14,109,1118,67
2024-11-07 09:43:39,91,1113,56
2024-11-07 09:50:58,84,1320,173
2024-11-07 18:09:25,75,1194,80
2024-11-07 09:22:34,109,564,211
2024-11-07 10:19:25,102,269,270
2024-11-07 14:08:05,124,1458,192
2024-11-07 11:41:13,104,1298,205
2024-11-07 10:39:29,105,200,81
2024-11-07 07:08:44,21,1298,182
2024-11-07 14:20:14,91,608,152
2024-11-07 08:30:08,35,697,21
2024-11-07 09:20:34,90,926,135
2024-11-07 18:22:05,28,663,95
2024-11-07 08:31:31,67,1079,103
2024-11-07 08:41:37,89,797,104
2024-11-07 11:16:27,89,1247,53
2024-11-07 18:30:54,46,1408,20
2024-11-07 08:50:28,117,203,168
2024-11-07 14:17:23,40,1233,236
2024-11-07 07:33:19,114,1351,142
2024-11-07 16:16:22,69,1475,145
2024-11-07 16:22:14,60,1377,134
2024-11-07 13:06:47,34,1005,278
2024-11-07 14:37:33,113,1287,96
2024-11-07 09:15:20,59,365,102
2024-11-07 07:18:38,37,238,254
2024-11-07 18:35:38,81,826,12
2024-11-07 08:45:24,125,700,277
2024-11-07 14:35:13,56,1234,258
2024-11-07 14:10:28,111,88,36
2024-11-07 12:19:52,125,1487,61
2024-11-07 16:39:17,20,64,42
2024-11-07 18:12:07,53,484,235
2024-11-07 16:36:28,34,729,15
2024-11-07 12:12:45,53,847,56
2024-11-07 17:11:01,101,966,243
2024-11-07 13:09:41,24,433,144
2024-11-07 10:41:19,83,864,135
2024-11-07 14:17:13,114,963,135
2024-11-07 17:07:05,87,1295,4
2024-11-07 12:05:54,117,831,201
2024-11-07 10:56:20,119,1351,203
2024-11-07 11:41:39,24,444,128
2024-11-07 18:11:39,103,482,116
2024-11-07 12:52:08,107,408,69
2024-11-07 08:42:54,106,348,172
2024-11-07 18:13:00,108,1040,174
2024-11-07 09:37:21,34,531,71
2024-11-07 10:10:33,73,310,81
2024-11-07 16:18:51,122,674,110
2024-11-07 10:00:38,76,1458,163
2024-11-07 11:21:38,69,920,246
2024-11-07 08:44:26,27,599,136
2024-11-07 16:29:05,81,460,93
2024-11-07 09:23:22,65,1098,170
2024-11-07 18:40:47,35,315,99
2024-11-07 15:49:26,80,1214,80
2024-11-07 09:54:03,73,264,84
2024-11-07 07:34:29,78,344,6
2024-11-07 15:23:47,29,969,19
2024-11-07 10:57:11,67,409,248
2024-11-07 18:45:30,48,732,50
2024-11-07 12:46:52,35,1255,265
2024-11-07 18:00:49,40,1386,67
2024-11-07 12:18:30,121,7,199
2024-11-07 11:48:25,79,762,189
2024-11-07 07:07:55,25,633,189
2024-11-07 09:16:12,102,1382,261
2024-11-07 17:13:43,38,1307,278
2024-11-07 18:49:34,82,115,103
2024-11-07 18:23:13,85,129,220
2024-11-07 16:18:21,113,817,165
2024-11-07 18:11:43,17,1157,129
2024-11-07 15:44:37,23,1171,218
2024-11-07 07:17:24,66,141,113
2024-11-07 08:39:07,54,957,80
2024-11-07 18:07:16,31,94,218
2024-11-07 13:22:51,121,1383,237
2024-11-07 11:18:58,48,490,148
2024-11-07 17:43:27,109,781,146
2024-11-07 16:56:16,82,1289,84
2024-11-07 08:43:13,79,375,221
2024-11-07 08:44:04,116,564,75
2024-11-07 09:26:07,68,158,4
2024-11-07 15:13:12,67,684,192
2024-11-07 13:06:37,63,192,125
2024-11-07 08:59:16,98,611,125
2024-11-07 18:30:59,105,168,263
2024-11-07 11:38:35,74,1477,130
2024-11-07 14:22:11,93,1405,23
2024-11-07 12:42:11,46,282,168
2024-11-07 11:45:29,116,388,125
2024-11-07 17:56:46,108,1169,97
2024-11-07 10:53:59,95,760,230
2024-11-07 16:41:41,46,920,204
2024-11-07 09:55:34,81,1240,187
2024-11-07 15:31:38,34,1451,92
2024-11-07 17:46:53,18,16,264
2024-11-07 10:07:25,65,89,159
2024-11-07 17:23:20,95,71,223
2024-11-07 07:08:44,94,302,78
2024-11-07 18:39:51,74,1214,215
2024-11-07 17:03:34,62,105,92
2024-11-07 08:38:37,119,1158,274
2024-11-07 10:37:49,37,992,146
2024-11-07 15:41:11,122,966,191
2024-11-07 17:20:31,125,691,178
2024-11-07 09:36:39,90,812,61
2024-11-07 17:59:24,35,1233,31
2024-11-07 12:42:18,18,845,166
2024-11-07 12:55:39,46,932,16
2024-11-07 15:07:04,85,1397,25
2024-11-07 09:34:02,44,1025,139
2024-11-07 13:01:54,35,828,218
2024-11-07 16:46:31,76,579,256
2024-11-07 15:37:31,27,455,15
2024-11-07 10:22:37,125,356,99
2024-11-07 11:32:33,58,446,155
2024-11-07 15:15:51,100,665,156
2024-11-07 17:48:10,96,252,88
2024-11-07 14:10:17,65,230,93
2024-11-07 07:48:28,22,851,141
2024-11-07 13:07:36,48,496,98
2024-11-07 13:19:56,76,1222,30
2024-11-07 15:29:16,95,1204,254
2024-11-07 10:07:30,40,528,234
2024-11-07 17:55:12,93,879,56
2024-11-07 08:31:50,19,1215,129
2024-11-07 12:38:10,106,1443,47
2024-11-07 16:23:09,69,35,156
2024-11-07 15:34:18,88,853,165
2024-11-07 17:00:30,25,704,204
2024-11-07 14:48:45,22,1320,139
2024-11-07 15:13:09,115,1435,73
2024-11-07 12:49:10,84,79,255
2024-11-07 08:17:38,26,239,252
2024-11-07 17:36:38,21,866,14
2024-11-07 08:00:31,77,710,95
2024-11-07 18:09:41,26,840,61
2024-11-07 11:45:33,49,1149,130
2024-11-07 11:51:35,109,728,144
2024-11-07 16:40:20,113,939,280
2024-11-07 15:28:09,44,598,22
2024-11-07 08:56:43,78,909,93
2024-11-07 13:35:52,106,552,99
2024-11-07 18:15:49,30,1399,276
2024-11-07 13:12:29,84,327,33
2024-11-07 17:51:09,70,1482,225
2024-11-07 09:12:07,110,843,246
2024-11-07 07:23:16,111,1150,74
2024-11-07 16:18:32,83,781,253
2024-11-07 15:15:31,96,1438,14
2024-11-07 12:46:07,32,815,115
2024-11-07 12:53:03,106,400,276
2024-11-07 08:59:52,28,1482,201
2024-11-07 18:36:25,55,1067,188
2024-11-07 12:47:52,37,934,124
2024-11-07 11:21:00,67,1077,149
2024-11-07 12:37:20,35,292,186
2024-11-07 08:05:31,19,723,66
2024-11-07 08:23:47,77,449,278
2024-11-07 17:08:58,84,137,9
2024-11-07 12:15:54,125,1200,165
2024-11-07 17:41:01,99,650,108
2024-11-07 15:53:03,90,316,9
2024-11-07 10:57:47,43,1100,149
2024-11-07 14:57:05,109,255,26
2024-11-07 07:41:57,21,668,34
2024-11-07 13:50:51,118,693,142
2024-11-07 07:40:04,123,481,9
2024-11-07 14:10:40,44,1485,158
2024-11-07 08:30:57,57,330,199
2024-11-07 15:03:56,90,132,186
2024-11-07 12:44:16,65,1081,271
2024-11-07 17:39:12,43,1453,134
2024-11-07 07:03:23,124,143,85
2024-11-07 14:47:48,125,1253,259
2024-11-07 18:03:05,48,780,235
2024-11-07 18:50:23,91,83,225
2024-11-07 17:00:43,21,1282,255
2024-11-07 16:35:25,59,814,114
2024-11-07 12:24:03,33,570,161
2024-11-07 13:15:32,56,1458,68
2024-11-07 18:23:42,90,557,141
2024-11-07 18:35:48,80,30,160
2024-11-07 16:41:09,60,919,230
2024-11-07 14:26:01,59,268,173
2024-11-07 10:58:29,98,374,70
2024-11-07 08:35:13,47,815,160
2024-11-07 08:18:54,115,935,38
2024-11-07 10:18:53,116,923,211
2024-11-07 17:54:19,25,1400,68
2024-11-07 09:49:55,66,1327,25
2024-11-07 09:50:59,17,365,10
2024-11-07 18:36:29,112,1039,273
2024-11-07 18:53:23,112,1183,252
2024-11-07 09:33:32,45,1109,204
2024-11-07 17:52:22,64,1281,137
2024-11-07 15:57:34,41,542,27
2024-11-07 11:10:14,82,663,74
2024-11-07 11:31:54,70,1242,209
2024-11-07 07:49:51,21,572,110
2024-11-07 17:01:18,40,209,185
2024-11-07 17:43:49,79,1127,209
2024-11-07 17:32:48,27,299,276
2024-11-07 17:53:45,40,1090,220
2024-11-07 10:03:52,21,178,192
2024-11-07 12:52:00,17,569,241
2024-11-07 07:11:14,94,204,137
2024-11-07 18:40:46,43,323,36
2024-11-07 11:40:59,113,552,267
2024-11-07 11:23:40,44,1335,20
2024-11-07 16:47:51,114,1306,161
2024-11-07 18:58:37,124,585,249
2024-11-07 14:06:51,109,1282,179
2024-11-07 11:26:15,100,709,44
2024-11-07 17:23:18,106,1239,20
2024-11-07 14:45:26,87,125,116
2024-11-07 15:34:32,98,170,124
2024-11-07 13:00:41,70,401,67
2024-11-07 09:19:44,54,1166,84
2024-11-07 10:06:15,29,176,64
2024-11-07 09:57:34,62,1139,168
2024-11-07 11:39:35,78,1279,35
2024-11-07 08:22:44,75,76,189
2024-11-07 15:53:39,119,300,192
2024-11-07 10:48:11,57,838,114
2024-11-07 14:02:04,65,1090,243
2024-11-07 17:53:33,74,227,221
2024-11-07 08:43:45,38,631,24
2024-11-07 11:52:08,70,235,72
2024-11-07 08:17:04,46,540,17
2024-11-07 14:55:17,63,280,178
2024-11-07 08:54:19,52,1250,223
2024-11-07 09:13:52,104,325,138
2024-11-07 18:22:44,100,1389,146
2024-11-07 14:52:34,30,183,112
2024-11-07 14:54:19,77,1259,250
2024-11-07 09:15:09,46,936,241
2024-11-07 09:30:03,48,1411,151
2024-11-07 12:59:24,33,767,37
2024-11-07 10:07:46,35,468,249
2024-11-07 08:18:24,60,221,159
2024-11-07 07:24:27,44,690,23
2024-11-07 12:08:06,65,6,64
2024-11-07 13:03:45,68,595,52
2024-11-07 15:46:57,48,1483,153
2024-11-07 13:53:33,50,1259,97
2024-11-07 10:49:00,85,1153,82
2024-11-07 18:39:09,40,1179,103
2024-11-07 10:01:55,90,630,261
2024-11-07 07:45:06,25,1430,113
2024-11-07 11:04:59,98,1065,225
2024-11-07 17:13:38,71,823,254
2024-11-07 12:07:45,107,1302,215
2024-11-07 09:02:57,91,654,194
2024-11-07 18:29:42,105,1326,59
2024-11-07 12:59:14,93,750,227
2024-11-07 08:33:36,34,1103,247
2024-11-07 15:59:53,92,132,40
2024-11-07 09:24:11,61,1171,7
2024-11-07 07:50:53,69,1493,183
2024-11-07 15:22:10,71,542,214
2024-11-07 09:50:32,61,717,163
2024-11-07 09:29:45,60,540,98
2024-11-07 12:40:25,56,1288,205
2024-11-07 16:37:12,49,664,113
2024-11-07 07:25:13,108,916,212
2024-11-07 17:46:21,25,974,32
2024-11-07 13:51:47,21,218,155
2024-11-07 16:37:45,66,976,34
2024-11-07 11:20:08,96,1026,105
2024-11-07 07:49:36,56,126,263
2024-11-07 14:35:56,24,92,113
2024-11-07 14:22:14,37,191,272
2024-11-07 16:28:20,118,340,67
2024-11-07 15:32:20,115,371,134
2024-11-07 15:49:48,32,132,194
2024-11-07 18:44:29,58,239,126
2024-11-07 07:23:48,84,507,106
2024-11-07 16:12:16,33,443,131
2024-11-07 17:12:41,28,190,219
2024-11-07 11:38:27,46,1012,94
2024-11-07 09:53:09,53,1419,61
2024-11-07 07:05:44,122,174,181
2024-11-07 16:43:14,79,582,83
2024-11-07 12:48:42,67,1387,213
2024-11-07 10:49:36,88,1334,199
2024-11-07 12:29:40,18,682,217
2024-11-07 10:34:26,47,1425,183
2024-11-07 17:42:43,56,308,6
2024-11-07 07:32:10,47,656,207
2024-11-07 14:04:02,60,951,171
2024-11-07 11:46:15,88,156,215
2024-11-07 08:58:48,54,638,21
2024-11-07 18:08:08,83,145,9
2024-11-07 13:48:58,71,1263,15
2024-11-07 09:49:29,107,199,9
2024-11-07 09:58:14,92,352,55
2024-11-07 18:25:53,103,1026,275
2024-11-07 09:01:21,45,614,55
2024-11-07 07:34:22,84,713,234
2024-11-07 12:09:25,80,800,56
2024-11-07 14:17:00,116,71,195
2024-11-07 12:19:31,56,305,60
2024-11-07 18:30:59,73,1439,76
2024-11-07 12:19:25,44,982,149
2024-11-07 09:11:48,70,1140,60
